PredictedProbability|PredictedLabel
0.466163|0
0.413816|0
0.414294|0
0.41003|0
0.401591|0
0.37062|0
0.384995|0
0.368395|0
0.368401|0
0.372155|0
0.364488|0
0.325859|0
0.277266|0
0.302642|0
0.329061|0
0.301284|0
0.282909|0
0.265388|0
0.263876|0
0.359677|0
0.367875|0
0.377364|0
0.32782|0
0.336398|0
0.357563|0
0.327699|0
0.329354|0
0.303484|0
0.366593|0
0.313338|0
0.310568|0
0.303965|0
0.273337|0
0.299498|0
0.35375|0
0.324547|0
0.322567|0
0.344005|0
0.319018|0
0.392793|0
0.323936|0
0.285774|0
0.294037|0
0.335598|0
0.505184|1
0.418508|0
0.413595|0
0.424621|0
0.445964|0
0.475291|0
