PredictedProbability|PredictedLabel
0.464549|0
0.581085|1
0.668088|1
0.60272|1
0.483231|0
0.486838|0
0.460647|0
0.432315|0
0.433039|0
0.43184|0
0.432825|0
0.426448|0
0.437699|0
0.449757|0
0.429582|0
0.40723|0
0.550981|1
0.455461|0
0.582439|1
0.507446|1
0.410724|0
0.476833|0
0.446729|0
0.469871|0
0.481538|0
0.464463|0
0.529175|1
0.454825|0
0.518494|1
0.442899|0
0.373889|0
0.423447|0
0.435515|0
0.454368|0
0.4325|0
0.438407|0
0.438736|0
0.443579|0
0.451456|0
0.453197|0
0.47601|0
0.469504|0
0.577258|1
0.494753|0
0.489309|0
0.484551|0
0.578394|1
0.512204|1
0.525856|1
0.542939|1
0.56638|1
0.604908|1
0.621949|1
0.602545|1
0.652104|1
0.684819|1
