PredictedProbability|PredictedLabel
0.295553|0
0.361322|0
0.380856|0
0.361326|0
0.330673|0
0.329612|0
0.211695|0
0.260554|0
0.292604|0
0.299086|0
0.301631|0
0.355061|0
0.412325|0
0.484808|0
0.437782|0
0.437136|0
0.454936|0
0.505814|1
0.362056|0
0.462139|0
0.476491|0
0.460201|0
0.460577|0
0.462689|0
0.451814|0
0.35861|0
0.314594|0
0.351748|0
0.328128|0
0.34797|0
0.305193|0
0.341545|0
0.344299|0
0.348096|0
0.345884|0
0.324997|0
0.344093|0
0.259968|0
0.285198|0
0.291685|0
0.292475|0
0.295098|0
0.340855|0
0.366135|0
0.338859|0
0.319922|0
0.340397|0
0.362897|0
0.394742|0
0.415074|0
0.458994|0
0.529543|1
0.545369|1
