PredictedProbability|PredictedLabel
0.487244|0
0.47765|0
0.231795|0
0.385257|0
0.376962|0
0.327028|0
0.33643|0
0.344355|0
0.353786|0
0.32419|0
0.278116|0
0.27654|0
0.273096|0
0.27026|0
0.284103|0
0.271647|0
0.323733|0
0.285266|0
0.279214|0
0.254728|0
0.268415|0
0.228618|0
0.289096|0
0.264858|0
0.249061|0
0.380796|0
0.36862|0
0.313277|0
0.263636|0
0.297683|0
0.331069|0
0.350466|0
0.330758|0
0.366537|0
0.392139|0
0.376502|0
0.339687|0
0.339391|0
0.327872|0
0.341684|0
0.346318|0
0.331447|0
0.343206|0
0.35068|0
0.307587|0
0.322442|0
0.30317|0
0.290134|0
0.39451|0
