PredictedProbability|PredictedLabel
0.339166|0
0.277325|0
0.276605|0
0.335583|0
0.296402|0
0.286532|0
0.282025|0
0.268377|0
0.246165|0
0.167282|0
0.230176|0
0.207908|0
0.200095|0
0.207946|0
0.20645|0
0.17523|0
0.159541|0
0.16125|0
0.160982|0
0.163366|0
0.144117|0
0.173303|0
0.173444|0
0.171092|0
0.172443|0
0.17537|0
0.171003|0
0.173859|0
0.166592|0
0.163798|0
0.161907|0
0.157087|0
0.144285|0
0.100962|0
0.155853|0
0.186171|0
0.170896|0
0.160201|0
0.194814|0
0.174268|0
0.200201|0
0.185114|0
0.20363|0
0.192096|0
0.203524|0
0.255737|0
0.300701|0
0.315265|0
