PredictedProbability|PredictedLabel
0.478799|0
0.394868|0
0.389389|0
0.388203|0
0.373018|0
0.372571|0
0.374126|0
0.34163|0
0.382008|0
0.350571|0
0.466949|0
0.38768|0
0.395211|0
0.391156|0
0.412091|0
0.362978|0
0.317226|0
0.259158|0
0.338303|0
0.339175|0
0.336378|0
0.333368|0
0.354144|0
0.339392|0
0.302477|0
0.297762|0
0.299098|0
0.274319|0
0.30028|0
0.270532|0
0.279935|0
0.276771|0
0.269213|0
0.259289|0
0.25533|0
0.295341|0
0.264205|0
0.293068|0
0.266333|0
0.271482|0
0.284252|0
0.275562|0
0.298438|0
0.272951|0
0.26733|0
0.269659|0
0.269819|0
0.268525|0
0.292922|0
0.307011|0
